Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
58,Dr,Driver,03/11/2025 01:42:29,138.7,-1.3,14.5,1902,-764,2050,229.3,253.8,-47.1,27.7,35.4,96.9,96.2,1.44,4.7,3.6,-0.6,7.1,17.8,3,9,1628.0
59,Dr,Driver,03/11/2025 01:42:51,127.5,-3.1,22.6,3554,-1898,4029,183.3,189.0,-55.8,40.7,50.5,96.5,96.2,1.31,4.3,3.3,-3.2,5.4,15.4,-1,27,2097.6
60,4h,Hybrid,03/11/2025 01:44:36,123.0,0.4,11.1,4913,928,5000,171.0,185.2,19.3,21.3,37.8,88.5,87.2,1.38,-0.7,2.2,4.1,3.8,21.7,11,-12,1987.1
61,4h,Hybrid,03/11/2025 01:45:03,127.5,0.0,11.8,3242,221,3250,194.7,213.5,7.0,23.2,36.2,88.9,87.2,1.44,-2.4,1.9,3.2,2.9,19.8,9,0,1946.0
62,4h,Hybrid,03/11/2025 01:51:23,125.3,-1.0,13.1,3161,154,3165,189.1,207.1,1.2,23.8,37.0,87.8,87.2,1.41,-0.5,1.5,1.9,2.5,23.1,11,-1,2144.7
63,4h,Hybrid,03/11/2025 01:51:48,127.5,0.4,12.7,4019,203,4024,190.5,205.6,7.0,26.6,40.1,88.5,89.5,1.45,-0.6,1.1,1.9,3.8,21.3,-1,-7,2232.8
64,4h,Hybrid,03/11/2025 01:52:18,123.0,1.6,11.7,5236,1017,5334,170.1,183.4,23.8,22.6,39.4,88.8,89.5,1.38,-1.5,1.5,4.5,4.4,21.7,7,-13,1909.5
65,4h,Hybrid,03/11/2025 01:53:27,123.0,-2.1,8.5,4412,573,4449,168.9,185.2,4.8,16.2,31.5,89.3,89.5,1.37,-0.8,1.9,1.6,3.7,19.9,11,-14,2266.3
66,4h,Hybrid,03/11/2025 01:54:04,123.0,-2.1,8.5,4412,573,4449,11.1,185.2,-7.3,16.2,4.0,87.4,85.0,1.31,-0.4,2.0,-0.6,3.5,18.5,24,-13,2163.7
67,4h,Hybrid,03/11/2025 01:54:30,120.8,-1.5,10.9,4439,560,4474,170.3,185.3,6.6,19.9,35.9,88.1,87.2,1.37,-0.6,2.3,2.2,3.6,20.6,14,-10,2185.9
68,4h,Hybrid,03/11/2025 01:54:47,120.8,-1.6,12.3,4217,435,4239,173.8,189.4,4.4,22.2,37.8,89.1,87.2,1.36,-0.7,2.7,2.4,4.9,21.8,20,-7,1895.0
69,4h,Hybrid,03/11/2025 01:55:10,127.5,-2.7,12.5,2331,-668,2425,199.0,221.1,-36.8,21.4,32.5,88.8,89.5,1.44,0.8,2.4,-3.3,2.3,30.4,5,-3,2162.5
70,3w,FW,03/11/2025 01:57:29,129.7,-1.1,10.2,1555,-964,1830,182.4,211.8,-41.0,12.7,21.3,90.0,89.5,1.45,3.9,3.6,-0.8,1.5,21.8,1,-3,1727.7
71,3w,FW,03/11/2025 01:57:48,134.2,5.4,13.0,4776,997,4879,196.1,211.0,44.9,31.3,44.5,96.2,96.2,1.4,0.4,3.3,8.4,0.6,25.5,5,-13,1783.8
72,3w,FW,03/11/2025 01:58:02,94.0,-8.2,8.4,61,1248,1249,50.2,86.5,-3.1,2.0,9.4,95.0,94.0,0.98,0.2,3.1,5.0,1.4,23.4,28,-53,1893.4
73,3w,FW,03/11/2025 01:58:23,114.1,-2.8,7.4,355,-1405,1449,73.3,119.5,-22.2,2.6,8.7,75.9,76.1,1.5,10.5,7.0,-0.2,4.2,12.3,12,-5,914.3
74,3w,FW,03/11/2025 01:58:44,136.5,0.7,11.5,2762,-740,2859,213.9,233.9,-26.4,24.7,35.8,94.7,94.0,1.45,2.9,4.4,1.3,0.9,21.8,4,-7,1721.1
75,3w,FW,03/11/2025 01:59:05,134.2,-0.3,5.3,3219,50,3219,189.7,210.9,0.5,12.4,24.2,95.7,96.2,1.4,1.1,4.4,3.8,-0.4,20.7,10,-17,2003.1
76,3w,FW,03/11/2025 01:59:26,134.2,-0.5,12.1,2874,10,2874,214.4,233.8,1.6,26.4,37.3,95.6,94.0,1.41,0.8,2.5,2.3,0.3,22.6,13,-4,2179.6
77,3w,FW,03/11/2025 01:59:51,127.5,-0.6,13.1,1963,72,1964,203.8,227.0,0.8,21.3,30.7,91.9,91.7,1.38,0.6,1.9,1.3,0.1,28.1,12,1,1571.1
78,3w,FW,03/11/2025 02:00:12,132.0,-3.2,9.3,3233,454,3265,197.5,216.3,2.3,19.8,32.7,95.5,94.0,1.38,-0.7,1.0,2.1,0.4,21.0,21,-9,1736.0
79,3w,FW,03/11/2025 02:00:45,91.7,-9.5,8.8,7016,-1237,7124,98.6,111.8,-26.4,7.1,22.7,97.2,96.2,0.94,2.1,4.4,4.3,1.4,23.1,34,-51,1980.2
80,3w,FW,03/11/2025 02:01:04,132.0,-4.3,5.3,2836,-133,2839,179.7,203.0,-19.4,10.1,20.4,94.9,94.0,1.38,0.0,2.3,0.8,0.6,20.5,19,-14,1692.5
81,9i,Iron,03/11/2025 02:01:49,98.4,-0.1,24.9,5965,-806,6019,129.5,140.2,-9.4,29.3,48.7,78.4,78.3,1.25,-2.8,3.7,-2.0,2.2,34.8,12,-8,2235.6
82,9i,Iron,03/11/2025 02:02:10,87.2,9.7,24.3,6258,2721,6824,109.0,118.8,40.2,21.3,44.7,79.5,78.3,1.11,-2.6,2.4,0.4,3.0,37.2,22,-15,2153.3
83,9i,Iron,03/11/2025 02:02:29,100.7,0.0,25.9,6520,-501,6539,131.0,140.8,-5.5,32.1,50.6,79.8,78.3,1.26,-2.5,2.9,-2.6,3.5,33.5,4,-7,2248.6
84,9i,Iron,03/11/2025 02:02:58,98.4,-2.3,25.4,5436,-1405,5615,130.8,142.1,-22.9,29.7,48.8,77.7,78.3,1.27,-1.1,3.0,-5.8,3.0,36.4,-2,-8,2367.7
85,9i,Iron,03/11/2025 02:03:17,100.7,1.1,26.1,6633,-289,6639,130.3,140.0,0.5,32.3,50.4,79.1,80.5,1.27,-2.4,3.0,1.1,2.7,38.4,-3,-10,2158.4
86,9i,Iron,03/11/2025 02:03:43,100.7,-1.7,25.2,6269,-870,6329,132.6,142.8,-14.1,31.4,49.6,79.0,80.5,1.28,-1.7,1.8,-5.9,1.5,34.7,-9,-6,2829.4
87,9i,Iron,03/11/2025 02:21:17,96.2,0.4,26.2,5895,-226,5899,127.0,137.5,-1.5,30.0,49.4,78.0,78.3,1.24,-1.6,1.6,-2.6,2.9,41.1,-2,-6,2281.9
88,9i,Iron,03/11/2025 02:21:37,98.4,12.6,10.5,4030,7709,8699,83.1,90.9,28.2,5.5,29.3,78.9,78.3,1.26,-1.1,3.3,0.5,2.6,36.3,4,-13,2021.3
89,9i,Iron,03/11/2025 02:21:54,94.0,-0.8,24.2,6747,176,6749,119.8,129.0,-0.2,25.5,47.1,78.7,78.3,1.18,-3.0,1.5,-0.1,2.4,36.8,12,-19,2082.9
90,9i,Iron,03/11/2025 02:22:12,91.7,-2.9,23.3,3961,-1512,4240,122.0,135.1,-26.2,22.0,42.6,73.7,76.1,1.25,0.6,2.1,-12.7,2.7,37.8,-8,-4,2323.4
91,9i,Iron,03/11/2025 02:22:28,96.2,3.9,27.6,6763,141,6764,124.0,133.3,10.7,31.9,51.3,78.5,78.3,1.23,-2.2,3.8,4.0,2.1,40.2,2,-10,2060.7
92,6i,Iron,03/11/2025 02:23:17,114.1,0.9,20.2,4176,-439,4199,163.6,178.0,-6.4,31.4,46.0,82.2,82.8,1.38,0.2,3.0,1.1,2.6,24.5,-13,-9,2041.9
93,6i,Iron,03/11/2025 02:23:39,114.1,2.2,19.9,4131,259,4139,165.5,180.3,12.6,31.4,45.8,82.4,82.8,1.38,-1.8,1.3,2.5,2.1,25.7,0,-6,2046.1
94,6i,Iron,03/11/2025 02:24:06,114.1,3.3,18.8,4264,591,4305,166.6,181.5,23.3,30.5,45.2,83.5,82.8,1.38,-2.9,1.6,3.7,3.2,24.2,6,-5,2163.1
95,6i,Iron,03/11/2025 02:24:25,105.1,0.1,14.7,4392,539,4425,145.5,160.3,9.2,19.0,36.5,82.7,82.8,1.28,-2.3,1.5,1.4,4.1,22.9,14,-21,1920.4
96,6i,Iron,03/11/2025 02:24:41,114.1,-1.1,17.6,4196,-168,4199,167.4,181.5,-7.1,28.5,43.6,81.9,82.8,1.41,-1.6,0.8,-3.3,1.6,22.4,6,-12,2609.3
97,6i,Iron,03/11/2025 02:25:04,109.6,-1.5,17.6,3115,-1133,3315,159.3,176.2,-31.2,23.4,38.9,80.0,82.8,1.38,0.2,2.4,-5.3,1.9,26.1,-17,-6,2589.4
98,6i,Iron,03/11/2025 02:25:23,114.1,-0.6,18.3,4106,157,4109,164.3,178.6,1.4,28.4,43.6,82.5,80.5,1.37,-2.6,-0.2,-1.3,2.7,23.6,12,-6,2437.6
99,6i,Iron,03/11/2025 02:25:44,114.1,-0.6,18.3,4106,157,4109,4.0,178.6,20.2,28.4,2.0,83.8,80.5,1.08,-2.4,0.7,0.1,3.8,22.9,37,-20,1932.3
100,6i,Iron,03/11/2025 02:26:04,116.3,1.7,19.8,4394,-15,4394,166.9,181.4,5.2,32.5,46.6,82.6,82.8,1.4,-1.4,2.3,3.0,3.7,24.2,-7,-7,1995.9
101,6i,Iron,03/11/2025 02:26:41,107.4,-2.3,14.2,4417,394,4435,146.6,161.3,-0.1,18.7,35.8,83.9,82.8,1.27,-2.1,0.2,-1.9,3.5,23.3,14,-21,2267.7
102,6i,Iron,03/11/2025 02:27:59,116.3,1.8,20.3,5180,453,5200,162.6,175.2,13.8,33.9,48.3,84.4,85.0,1.37,-2.1,1.0,2.9,3.6,25.5,-6,-12,2035.3
1,Putter,Putter,04/11/2025 18:18:37,49.2,-0.4,29.6,7509,0,7509,43.4,44.5,72.4,7.6,37.8,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2,Putter,Putter,04/11/2025 18:18:57,51.4,2.0,30.8,7051,-629,7079,47.0,47.7,1.0,8.8,39.1,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
3,Putter,Putter,04/11/2025 18:20:09,58.2,1.4,33.4,7646,-240,7650,60.1,60.6,1.0,13.4,45.2,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
4,Putter,Putter,04/11/2025 18:20:26,17.9,1.0,23.9,2472,-238,2483,5.8,13.3,0.2,0.7,24.8,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
5,Putter,Putter,04/11/2025 18:20:46,17.9,2.7,27.6,2337,-353,2364,4.9,10.1,0.5,0.7,25.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
6,Putter,Putter,04/11/2025 18:21:04,55.9,3.0,31.9,9012,931,9060,54.7,54.6,4.5,11.5,43.5,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
7,Putter,Putter,04/11/2025 18:21:24,67.1,0.2,33.3,8506,-371,8514,72.9,73.0,-0.6,17.9,48.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
8,Putter,Putter,04/11/2025 18:21:43,24.6,1.0,26.0,3105,-739,3192,9.2,18.9,0.0,1.2,24.5,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
9,Putter,Putter,04/11/2025 18:22:01,51.4,1.6,35.0,7879,68,7879,48.2,48.7,1.4,10.8,45.0,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
10,Putter,Putter,04/11/2025 18:22:20,20.1,4.0,29.9,2180,-785,2317,7.5,17.7,1.1,1.2,28.4,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
11,Putter,Putter,04/11/2025 18:22:36,58.2,-0.7,31.6,8975,282,8979,60.0,59.7,0.2,12.7,44.0,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
12,Putter,Putter,04/11/2025 18:22:59,29.1,1.2,30.6,2414,-1095,2651,16.0,20.0,-0.3,2.6,30.7,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
13,Putter,Putter,04/11/2025 18:23:19,22.4,0.9,28.2,2554,-737,2658,8.7,19.2,0.1,1.3,26.9,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
14,Putter,Putter,04/11/2025 18:23:37,58.2,1.2,32.9,8958,-140,8959,60.0,59.9,1.1,13.4,45.8,3.4027819931781823e+38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
15,4i,Iron,04/11/2025 18:25:10,91.7,1.0,27.4,7989,-404,7999,114.5,122.7,281.1,28.2,50.1,77.7,78.3,1.18,-3.8,3.2,-1.1,1.1,39.8,-13,-10,2196.6
16,PW,Wedge,04/11/2025 18:25:59,89.5,0.7,27.7,7624,-119,7625,112.0,120.5,0.6,27.2,49.6,77.7,78.3,1.15,-4.8,0.8,-2.5,1.7,39.5,-8,-1,2392.1
17,Dr,Driver,04/11/2025 18:26:23,87.2,-0.2,22.3,7475,535,7494,109.0,117.8,3.2,19.9,43.1,79.4,78.3,1.1,-5.1,2.4,0.8,3.2,39.9,16,-23,2057.4
18,9i,Iron,04/11/2025 18:27:09,98.4,2.0,24.3,7477,208,7480,125.8,135.1,6.7,28.3,48.7,80.2,80.5,1.21,-3.7,2.8,-1.4,1.5,28.0,-2,-14,2527.0
19,9i,Iron,04/11/2025 18:28:45,96.2,2.6,18.7,7324,1186,7419,124.6,134.3,16.5,20.9,41.9,81.4,80.5,1.19,-5.1,2.0,2.6,2.3,32.8,1,-25,2297.6
20,9i,Iron,04/11/2025 18:29:01,100.7,1.6,24.9,6804,-380,6815,132.4,142.4,0.0,31.2,49.8,80.4,78.3,1.25,-3.5,3.3,-1.3,1.6,29.5,8,-9,2563.0
21,9i,Iron,04/11/2025 18:29:20,96.2,-1.6,22.6,4972,-1341,5150,126.6,138.1,-19.6,23.6,43.6,77.3,80.5,1.23,-2.0,3.0,-8.4,1.2,35.3,-16,-1,2665.0
22,9i,Iron,04/11/2025 18:29:38,100.7,-0.3,23.5,6248,-722,6290,133.5,144.3,-9.0,28.8,47.6,80.3,78.3,1.25,-4.4,3.1,-2.3,1.8,31.7,12,-11,2725.8
23,8i,Iron,04/11/2025 18:30:08,107.4,0.7,20.2,5767,-504,5789,149.0,160.9,-5.3,29.2,46.5,82.2,82.8,1.32,-3.2,3.6,-0.6,0.4,28.9,-8,-16,2076.8
24,8i,Iron,04/11/2025 18:30:33,107.4,2.1,20.3,6069,95,6070,147.7,159.4,7.1,29.5,46.9,82.0,82.8,1.32,-4.3,3.5,2.0,1.5,29.8,2,-16,2579.6
25,8i,Iron,04/11/2025 18:30:58,100.7,1.3,19.9,6173,572,6199,132.4,143.1,9.5,23.6,43.6,81.3,82.8,1.23,-4.0,2.1,2.9,1.9,31.8,9,-24,2190.2
26,8i,Iron,04/11/2025 18:31:38,105.1,-0.2,20.0,5959,31,5959,143.7,154.6,-0.2,27.4,45.6,82.8,82.8,1.27,-4.5,1.3,0.3,1.4,28.8,12,-18,2217.2
27,8i,Iron,04/11/2025 18:32:00,102.9,-1.2,15.3,5381,442,5399,136.2,149.2,2.3,18.5,37.1,83.9,85.0,1.22,-4.4,1.9,0.5,2.1,29.2,15,-26,2205.3
28,8i,Iron,04/11/2025 18:32:21,109.6,0.0,20.4,5882,-452,5899,149.5,160.9,-6.4,29.9,46.7,82.3,82.8,1.32,-4.3,2.1,-0.8,1.5,29.0,8,-13,2282.8
29,7i,Iron,04/11/2025 18:36:38,91.7,-3.2,15.8,2502,-1052,2714,115.3,134.8,-23.8,11.9,27.7,77.3,80.5,1.19,-0.3,2.1,-10.0,1.5,31.2,-22,1,2174.1
30,7i,Iron,04/11/2025 18:36:54,107.4,1.7,8.7,4624,840,4700,134.9,151.6,15.8,10.7,25.4,82.4,82.8,1.3,-4.7,2.8,2.4,1.7,25.6,-1,-27,2060.6
31,7i,Iron,04/11/2025 18:37:13,111.8,1.4,17.7,5557,291,5565,155.1,166.8,8.6,27.4,44.4,83.7,85.0,1.33,-4.7,1.3,0.8,1.1,25.8,0,-15,2253.7
32,7i,Iron,04/11/2025 18:37:35,114.1,-1.3,17.8,4988,-515,5015,160.7,173.4,-13.0,28.2,44.4,81.6,80.5,1.39,-3.7,0.4,-5.5,0.8,24.5,2,-8,3050.3
33,7i,Iron,04/11/2025 18:42:28,114.1,1.2,18.3,5515,-318,5524,160.6,173.0,-1.6,30.1,46.0,85.2,87.2,1.34,-3.5,2.8,0.5,-0.2,25.7,-11,-10,1767.6
34,7i,Iron,04/11/2025 18:42:53,109.6,3.0,19.4,5741,310,5749,149.5,161.0,13.0,28.2,45.6,82.9,82.8,1.31,-3.5,3.1,2.8,1.4,27.8,7,-16,2697.4
35,6i,Iron,04/11/2025 18:43:29,114.1,1.9,15.3,5094,240,5100,159.4,172.6,9.8,24.2,41.2,82.0,82.8,1.38,-4.8,0.4,-1.6,2.2,21.4,-5,-17,3417.9
36,6i,Iron,04/11/2025 18:43:51,116.3,-0.4,15.1,4774,16,4774,167.7,181.6,0.9,25.8,41.7,81.7,82.8,1.43,-4.5,-2.1,-7.8,2.3,20.1,-7,-15,3808.2
37,6i,Iron,04/11/2025 18:44:19,120.8,-0.1,16.7,4218,-228,4224,177.8,192.9,-5.7,29.9,43.5,85.2,85.0,1.41,-4.1,1.8,0.8,1.2,20.8,1,-9,1873.0
38,6i,Iron,04/11/2025 18:44:39,109.6,2.0,13.9,5037,654,5079,152.4,166.0,16.2,20.3,38.0,83.3,82.8,1.33,-5.1,0.3,0.1,2.0,21.7,6,-20,3067.4
39,4h,Hybrid,04/11/2025 18:45:35,132.0,1.6,12.3,4068,370,4085,197.9,213.7,16.4,27.6,40.7,91.3,91.7,1.44,-2.6,2.8,3.8,2.2,20.8,6,-4,1993.2
40,4h,Hybrid,04/11/2025 18:46:08,129.7,1.1,10.2,4909,326,4920,184.7,198.8,11.1,23.0,38.5,90.1,91.7,1.43,-3.3,1.1,2.2,1.7,19.8,0,-11,2111.6
41,4h,Hybrid,04/11/2025 18:46:34,129.7,1.5,10.8,2015,-1108,2300,188.3,213.0,-34.4,15.8,26.1,90.1,91.7,1.44,-2.4,3.1,-0.2,0.0,16.7,-11,3,2178.8
42,4h,Hybrid,04/11/2025 18:46:55,132.0,3.3,13.2,3239,-16,3239,205.3,224.2,12.6,27.7,39.2,90.8,91.7,1.45,-2.3,3.4,4.3,1.5,21.8,-1,0,2194.9
43,4h,Hybrid,04/11/2025 18:48:14,132.0,3.3,13.2,3239,-16,3239,6.9,224.2,3.5,27.7,2.9,91.0,91.7,1.42,-2.2,1.8,2.1,1.7,20.4,-6,-20,2296.5
44,4h,Hybrid,04/11/2025 18:48:34,129.7,1.7,11.8,5055,-211,5059,186.2,199.8,1.3,26.5,41.4,90.8,91.7,1.42,-0.9,1.7,1.3,2.9,22.3,-7,-12,2104.2
45,3w,FW,04/11/2025 18:49:13,138.7,4.0,5.2,3946,-172,3950,197.8,216.4,10.7,15.2,28.6,97.4,98.4,1.42,-0.6,2.8,2.2,0.4,21.4,-8,-17,2030.1
46,3w,FW,04/11/2025 18:49:37,96.2,-7.5,7.0,0,0,0,15.7,63.0,-8.2,0.5,6.3,96.6,96.2,0.99,-1.2,2.3,0.5,1.5,19.6,27,-47,1960.8
47,3w,FW,04/11/2025 18:49:57,96.2,-7.5,7.0,0,0,0,7.8,63.0,-4.7,0.5,3.3,96.9,98.4,1.19,-1.2,3.6,1.3,0.7,19.1,12,-36,2136.2
48,3w,FW,04/11/2025 18:50:14,96.2,-7.5,7.0,0,0,0,4.0,63.0,-14.7,0.5,1.1,97.3,96.2,1.39,-1.3,1.0,0.5,-0.6,19.0,16,-17,2123.5
49,3w,FW,04/11/2025 18:50:35,132.0,-2.8,8.0,2895,-289,2909,194.3,216.0,-20.1,15.6,27.4,94.4,94.0,1.39,-1.1,3.8,0.7,0.0,19.0,18,-8,1996.0
50,3w,FW,04/11/2025 18:50:59,127.5,5.4,13.0,946,-1164,1500,166.2,199.7,-23.6,12.7,21.1,93.4,94.0,1.36,1.5,5.1,-1.6,-0.8,41.3,-11,-2,1655.8
51,3w,FW,04/11/2025 18:51:26,138.7,2.1,10.6,3519,202,3525,216.2,233.6,15.7,26.8,38.4,97.6,96.2,1.43,-0.4,4.2,4.7,-0.2,20.2,8,-7,2142.2
52,3w,FW,04/11/2025 18:52:28,138.7,3.9,10.4,4155,400,4174,208.7,224.4,27.2,27.3,40.1,97.7,98.4,1.42,-0.5,3.0,4.6,-0.5,23.4,0,-13,2199.0
53,3w,FW,04/11/2025 18:52:51,134.2,-3.7,5.1,3200,-393,3224,189.0,211.0,-25.1,11.7,23.0,95.3,96.2,1.42,0.2,1.7,-1.7,-0.5,19.3,5,-16,2088.4
54,3w,FW,04/11/2025 18:53:13,140.9,1.6,10.3,3213,-269,3224,223.3,242.1,-3.5,26.2,37.2,97.5,98.4,1.46,-0.2,3.8,2.2,0.5,21.9,3,-7,2048.5
55,Dr,Driver,04/11/2025 18:54:38,143.2,0.0,13.1,2235,-976,2439,229.6,251.9,-46.5,27.1,35.8,98.2,98.4,1.45,7.1,5.0,-0.6,8.5,19.2,-1,-6,1757.2
56,Dr,Driver,04/11/2025 18:55:01,123.0,9.3,20.9,3992,237,3999,182.9,198.2,38.7,38.6,48.5,97.3,98.4,1.26,1.8,2.8,5.1,3.6,19.4,-28,22,1681.0
57,Dr,Driver,04/11/2025 18:55:33,143.2,2.0,10.8,2830,-504,2875,229.4,249.4,-13.1,26.5,36.4,98.5,98.4,1.46,2.8,2.6,-0.1,6.4,17.9,-8,-7,1926.4
58,Dr,Driver,04/11/2025 18:55:59,140.9,2.4,12.9,2141,-904,2324,229.1,251.7,-33.4,26.0,34.6,97.9,98.4,1.45,2.7,2.9,-0.7,5.8,17.0,-15,5,1799.9
59,Dr,Driver,04/11/2025 18:56:23,143.2,4.2,13.6,3342,392,3365,229.5,247.8,34.0,35.6,43.5,100.5,100.7,1.43,2.7,5.2,5.5,6.9,21.3,8,-6,1862.7
60,Dr,Driver,04/11/2025 18:56:48,140.9,6.9,13.9,3556,-487,3589,218.9,236.3,11.0,34.4,43.7,98.6,100.7,1.42,3.1,3.4,3.4,5.6,20.5,-22,-7,1814.1
61,Dr,Driver,04/11/2025 18:57:14,134.2,4.3,18.5,2984,-72,2985,218.4,237.0,14.8,40.8,46.3,100.5,100.7,1.34,2.3,3.1,3.3,4.8,18.9,-12,20,1869.8
62,Dr,Driver,04/11/2025 18:57:37,140.9,2.1,16.8,2027,-486,2084,244.6,267.8,-19.1,36.3,40.7,100.7,100.7,1.41,4.2,2.5,0.4,5.4,19.3,-12,14,1956.1
63,Dr,Driver,04/11/2025 18:58:05,140.9,5.7,13.7,2437,-1252,2740,221.5,242.2,-29.2,28.2,37.7,98.9,100.7,1.43,5.1,5.2,1.0,6.0,18.6,-27,-3,1710.4
64,Dr,Driver,04/11/2025 18:58:33,147.6,2.5,11.4,1635,-936,1884,231.1,259.2,-38.2,20.0,27.3,100.7,100.7,1.46,3.7,6.8,1.9,7.4,15.8,-4,2,1809.1
65,Dr,Driver,04/11/2025 18:58:57,138.7,0.3,13.9,1435,-1085,1799,213.6,241.0,-51.9,21.0,29.0,97.7,98.4,1.41,3.4,4.7,0.0,4.2,16.0,-3,14,2089.4
66,Dr,Driver,04/11/2025 18:59:16,143.2,3.8,12.3,1546,-1015,1849,220.2,248.3,-34.6,19.7,27.5,98.5,98.4,1.45,2.6,4.9,0.9,5.5,16.5,-13,8,1929.0
67,Dr,Driver,04/11/2025 18:59:42,145.4,2.1,11.0,2046,-625,2139,237.0,261.4,-23.4,22.8,30.8,100.6,100.7,1.45,1.0,4.3,1.3,6.1,15.1,-4,8,1858.8
